inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20231027061803.jpg,Qantua Fase 1,En Planos,437122,jr lampa 1237,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3027-qantua-fase-1-cercado-de-lima-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/3027-qantua/departamentos-cercado-de-lima-667da10144713_xm.jpg,Cercado de lima,150101
TM GESTION INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tm-gestion-inmobiliaria-sac/logo-172-20231027061802.jpg,Jardines de Santa Beatriz - Etapa II,En Construcción,304140,Jose Galvez 1212,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3035-jardines-de-santa-beatriz-etapa-ii-cercado-de-lima-lima-lima-tm-gestion-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tm-gestion-inmobiliaria-sac/3035-jardines-de-santa-beatriz-torre-b/departamentos-cercado-de-lima-64d1576ab4188_xm.jpg,Cercado de lima,150101
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,MINIMAL,En Planos,212625,Av. Arequipa 1444,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/3053-minimal/departamentos-cercado-de-lima-661fe5ed4d0e5_xm.jpg,Cercado de lima,150101
PADOVA,https://e.nexoinmobiliario.pe/customers/inversiones-padova-sac/logo-25-20231027061758.jpg,HELIO SANTA BEATRIZ,En Construcción,257503,Enrique Villar 830 Cercado de Lima.,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova,https://e.nexoinmobiliario.pe/customers/inversiones-padova-sac/3186-helio-santa-beatriz/departamentos-cercado-de-lima-668da0ce0152b_xm.jpg,Cercado de lima,150101
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Tulipán,En Construcción,191329,"Av. Petit Thouars 980, Lima 15046",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3209-tulipan-cercado-de-lima-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3209-tulipan/departamentos-cercado-de-lima-65cfd06ba0069_xm.jpg,Cercado de lima,150101
PROMSAL,https://e.nexoinmobiliario.pe/customers/promsal-s-a-c/logo-316-20231027061807.jpg,Cool Living,En Planos,213579,Manuel del pino 265,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal,https://e.nexoinmobiliario.pe/customers/promsal-s-a-c/3298-cool-living/departamentos-cercado-de-lima-661d5bc4f2855_xm.jpg,Cercado de lima,150101
BESCO,https://e.nexoinmobiliario.pe/customers/besco-s-a-c/logo-68-20231027061759.jpg,CENTRIQO CLUB CONDOMINIO ECOAMIGABLE,En Planos,278100,Av. Republica De Venezuela 2505,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3321-centriqo-club-condominio-ecoamigable-cercado-de-lima-lima-lima-besco,https://e.nexoinmobiliario.pe/customers/besco-s-a-c/3321-centriqo-club-condominio-ecoamigable/departamentos-cercado-de-lima-67094a655637f_xm.jpg,Cercado de lima,150101
MY HOME,https://e.nexoinmobiliario.pe/customers/my-home-organizacion-inmobiliaria-sac/logo-85-20231027061800.jpg,NOVO 3,En Planos,272000,jirón José Gálvez 950 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-cercado-de-lima-lima-lima-my-home,https://e.nexoinmobiliario.pe/customers/my-home-organizacion-inmobiliaria-sac/3381-novo-3/departamentos-cercado-de-lima-6692b250eb721_xm.jpg,Cercado de lima,150101
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | Re+,En Planos,175100,"Av. Oscar R. Benavides 1740, Cercado de lima",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/3385-albamar-re-aviva/departamentos-cercado-de-lima-66ad0d4542e1c_xm.jpg,Cercado de lima,150101
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20231027061803.jpg,Qantua Fase 2,En Planos,311446,jr lampa 1237,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3452-qantua-fase-2-cercado-de-lima-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/3452-qantua-fase-2/departamentos-cercado-de-lima-66cd0e4870214_xm.jpg,Cercado de lima,150101
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20231027061800.jpg,Cedro 33,En Planos,232300,Av Colonial 2200,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3453-cedro-33-cercado-de-lima-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/3453-cedro-33/departamentos-cercado-de-lima-675c9649f3668_xm.jpg,Cercado de lima,150101
PISONAY INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/the-pisonay-company-s-a-c/logo-441-20231027061811.jpg,EVOLUTION,En Planos,224900,Av. Mariano Cornejo 1604,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3466-evolution-cercado-de-lima-lima-lima-pisonay-inmobiliaria,https://e.nexoinmobiliario.pe/customers/the-pisonay-company-s-a-c/3466-evolution/departamentos-cercado-de-lima-66e223307ec38_xm.jpg,Cercado de lima,150101
GRUPO MG,https://e.nexoinmobiliario.pe/customers/grupo-mg/logo-164-20231027061802.jpg,CÉNTRICO,En Planos,263600,Jr. Alejandro Tirado 653,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3491-centrico-cercado-de-lima-lima-lima-grupo-mg,https://e.nexoinmobiliario.pe/customers/grupo-mg/3491-centrico/departamentos-cercado-de-lima-67015379e9b56_xm.jpg,Cercado de lima,150101
VARTEL CONSTRUCTORA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/vartel-constructora-inmobiliaria-s-a/logo-448-20240109123446.jpg,TRIBECA,Entrega Inmediata,350000,Av. Circunvalación 2935,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2489-tribeca-ate-lima-lima-vartel-constructora-inmobiliaria,https://e.nexoinmobiliario.pe/customers/vartel-constructora-inmobiliaria-s-a/2489-tribeca/departamentos-ate-67321a01dd6ee_xm.jpg,Ate,150103
EFICAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/eficaxx/logo-336-20231027061808.jpg,Residencial Salamanca de Monterrico 15,Entrega Inmediata,365120,Calle Canchaque 163,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2742-residencial-salamanca-de-monterrico-15-ate-lima-lima-eficaxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/eficaxx/2742-residencial-salamanca-de-monterrico-15/departamentos-ate-642c689839463_xm.jpg,Ate,150103
IN URBAN,https://e.nexoinmobiliario.pe/customers/in-urban/logo-410-20240812180039.png,LOS RECAUDADORES 27,Entrega Inmediata,380409,AV PARACAS 876 URB LOS RECAUDADORES SALAMANCA ATE,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2786-los-recaudadores-27-ate-lima-lima-in-urban,https://e.nexoinmobiliario.pe/customers/in-urban/2786-los-recaudadores-27/departamentos-ate-66b3db3666091_xm.jpg,Ate,150103
EFICAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/eficaxx/logo-336-20231027061808.jpg,Residencial Salamanca de Monterrico 17,En Construcción,389020,Calle Los Olmos con Los Helechos ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3037-residencial-salamanca-de-monterrico-17-ate-lima-lima-eficaxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/eficaxx/3037-residencial-salamanca-de-monterrico-17/departamentos-ate-64d27589a7461_xm.jpg,Ate,150103
LIDER,https://e.nexoinmobiliario.pe/customers/wr-s-a/logo-46-20231027061759.jpg,Kampu,En Planos,243500,"Av. NN1 cruce con av. Daniel Alcides Carrión, Santa Clara, Ate",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3290-kampu-ate-lima-lima-lider,https://e.nexoinmobiliario.pe/customers/wr-s-a/3290-proyecto-kampu-5ta-etapa/departamentos-ate-65e9f1829a2ad_xm.jpg,Ate,150103
EFICAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/eficaxx/logo-336-20231027061808.jpg,Residencial Salamanca de Monterrico 18,En Construcción,350000,Calle Las Avellanas 185,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3351-residencial-salamanca-de-monterrico-18-ate-lima-lima-eficaxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/eficaxx/3351-residencial-salamanca-de-monterrico-18/departamentos-ate-664b6338a2af8_xm.jpg,Ate,150103
EFICAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/eficaxx/logo-336-20231027061808.jpg,Residencial Salamanca de Monterrico 19,En Planos,327978,Calle Las Tunas 456,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3577-residencial-salamanca-de-monterrico-19-ate-lima-lima-eficaxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/eficaxx/3577-residencial-salamanca-de-monterrico-19/departamentos-ate-673d1b4b64c9d_xm.jpg,Ate,150103
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20240205185740.png,ASPIRIA,En Construcción,255007,Av. El Sol Este 530,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1631-aspiria-barranco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/1631-aspiria/departamentos-barranco-65e86de960fc0_xm.jpg,Barranco,150104
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,Invent Barranco,Entrega Inmediata,1398720,"AV. Almirante Grau 1310 Barranco, Lima",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1686-invent-barranco-barranco-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/1686-invent-barranco/departamentos-barranco-670969fdf1d8b_xm.jpg,Barranco,150104
EDIFICA,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/logo-47-20231027061759.jpg,Artline,Entrega Inmediata,585110,"Av. Miguel Grau 1130, Barranco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2354-artline-barranco-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/2354-artline/departamentos-barranco-63854253dd058_xm.jpg,Barranco,150104
CONSTRUCTORA INMOBILIARIA MULTIDEPAS,https://e.nexoinmobiliario.pe/customers/multidepas-sac/logo-318-20231027061807.jpg,BARRANCO URBANO,En Construcción,279000,Av Jorge Chavez 451 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2424-barranco-urbano-barranco-lima-lima-constructora-inmobiliaria-multidepas,https://e.nexoinmobiliario.pe/customers/multidepas-sac/2424-barranco-urbano/departamentos-barranco-65a5b2f14fb07_xm.jpg,Barranco,150104
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,PATRIA,En Construcción,300000,CARLOS ARRIETA 380,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2430-patria-barranco-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/2430-patria/departamentos-barranco-67096c2359d75_xm.jpg,Barranco,150104
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,Catalino Etapa I,Entrega Inmediata,493201,"Jr. Progreso 450, Barranco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2517-catalino-etapa-i-barranco-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2517-catalino-etapa-i/departamentos-barranco-63e56034ed3b7_xm.jpg,Barranco,150104
ZAAVIO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/zaavio-inmobiliaria/logo-379-20241203141350.jpg,Arch Two,Entrega Inmediata,403142,Jiron Aurelio Souza 447,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2584-arch-two-barranco-lima-lima-zaavio-inmobiliaria,https://e.nexoinmobiliario.pe/customers/arch-inversiones/2584-arch-two/departamentos-barranco-674dc95846e2d_xm.jpg,Barranco,150104
EDIFICA,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/logo-47-20231027061759.jpg,The Sight,En Construcción,615580,"Av. El Sol Oeste 455, Barranco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2818-the-sight-barranco-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/2818-the-sight/departamentos-barranco-63ec0419846c3_xm.jpg,Barranco,150104
GDC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/gdc-peru/logo-421-20240712163859.jpg,Casa Barranco 695,En Construcción,435073,Calle Enrique Barrón 695,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2997-casa-barranco-695-barranco-lima-lima-gdc-inmobiliaria,https://e.nexoinmobiliario.pe/customers/gdc-peru/2997-casa-barranco-695/departamentos-barranco-675a043c3f13c_xm.jpg,Barranco,150104
LIBRE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/libre-inmobiliaria/logo-407-20231027061810.jpg,ARRIETA 271,En Construcción,530630,Carlos Arrieta 271 Barranco,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3057-arrieta-271-barranco-lima-lima-libre-inmobiliaria,https://e.nexoinmobiliario.pe/customers/libre-inmobiliaria/3057-arrieta-271/departamentos-barranco-64e3f7fa69d8e_xm.jpg,Barranco,150104
GDC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/gdc-peru/logo-421-20240712163859.jpg,Casa Barranco 195,En Construcción,421769,Bustamante 195 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3221-casa-barranco-195-barranco-lima-lima-gdc-inmobiliaria,https://e.nexoinmobiliario.pe/customers/gdc-peru/3221-casa-barranco-195/departamentos-barranco-675a05f5e4584_xm.jpg,Barranco,150104
CALICANTO,https://e.nexoinmobiliario.pe/customers/calicanto/logo-387-20231027061809.jpg,Horne 137,En Planos,315049,Calle Enrique del Horne 137,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3360-horne-137-barranco-lima-lima-calicanto,https://e.nexoinmobiliario.pe/customers/calicanto/3360-horne-137/departamentos-barranco-665502a7216ee_xm.jpg,Barranco,150104
FRANCA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/franca-inmobiliaria/logo-565-20241104171712.jpg,Preston,En Planos,280000,Calle San Martin 618 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3530-preston-barranco-lima-lima-franca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/franca-inmobiliaria/3530-preston/departamentos-barranco-672162015018f_xm.jpg,Barranco,150104
RB ARQUITECTURA,https://e.nexoinmobiliario.pe/customers/rb-arquitectura-y-construccion/logo-139-20231027061801.jpg,Los Poetas,En Planos,251000,Av. Bolognesi 430,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3545-los-poetas-barranco-lima-lima-rb-arquitectura,https://e.nexoinmobiliario.pe/customers/rb-arquitectura-y-construccion/3545-los-poetas/departamentos-barranco-6745ef296277d_xm.jpg,Barranco,150104
QUATRO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/logo-27-20231027061758.jpg,Family Tower 2,Entrega Inmediata,387957,Avenida República de Portugal 686,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2054-family-tower-2-breña-lima-lima-quatro-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/2054-family-tower-2/departamentos-brena-669a9d3abff66_xm.jpg,Breña,150105
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/inarco/logo-203-20231027061803.jpg,MAZ,Entrega Inmediata,377207,Av. Fernandini 960,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2079-maz-breña-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/2079-maz/departamentos-brena-642b7e6bde943_xm.jpg,Breña,150105
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,VARELA LIVING,Entrega Inmediata,283635,General Felipe Varela 1960,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2504-varela-living-breña-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2504-varela-living/departamentos-brena-655533ff437df_xm.jpg,Breña,150105
CISSAC,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/logo-19-20231027061758.jpg,Del Parque Centro II,En Construcción,351458,Jr. Loreto 1608,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2566-del-parque-centro-ii-breña-lima-lima-cissac,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/2566-del-parque-centro-ii/departamentos-brena-6706c7a2478be_xm.jpg,Breña,150105
PROYEC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyec-inmobiliaria/logo-246-20231027061804.jpg,OLMEDO,En Construcción,367350,Jr. Olmedo 463,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2740-olmedo-breña-lima-lima-proyec-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyec-inmobiliaria/2740-olmedo/departamentos-brena-674f976aac3a7_xm.jpg,Breña,150105
LOS PORTALES DEPARTAMENTOS,https://e.nexoinmobiliario.pe/customers/los-portales-construye-s-a-c/logo-350-20231027061808.jpg,Gran Plaza Loreto,En Construcción,276614,Jirón Loreto 1590 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2749-gran-plaza-loreto-breña-lima-lima-los-portales-departamentos,https://e.nexoinmobiliario.pe/customers/los-portales-construye-s-a-c/2749-gran-plaza-loreto/departamentos-brena-635a9e96046ee_xm.jpg,Breña,150105
INVERSIONES TIERRA BLANCA,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/logo-475-20231027061813.jpg,GALA,En Construcción,306000,Pasaje Mariano Melgar N° 200,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2799-gala-breña-lima-lima-inversiones-tierra-blanca,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/2799-gala/departamentos-brena-6442cfc0ab1a1_xm.jpg,Breña,150105
COSAPI,https://e.nexoinmobiliario.pe/customers/velia/logo-49-20231027061759.jpg,MOMEN,En Planos,344725,"Aguarico 1251, Breña",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2837-momen-breña-lima-lima-cosapi,https://e.nexoinmobiliario.pe/customers/velia/2837-momen/departamentos-brena-6670f22d1d815_xm.jpg,Breña,150105
DYM GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/grupo-dym-constructura-e-inmobiliaria-s-a-c/logo-337-20231027061808.jpg,PALMER,En Construcción,332800,jiron Jorge Chavez 1039 - 1045,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2858-palmer-breña-lima-lima-dym-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/grupo-dym-constructura-e-inmobiliaria-s-a-c/2858-palmer/departamentos-brena-67192be23ec5d_xm.jpg,Breña,150105
LAS MAGNOLIAS CASA CLUB,https://e.nexoinmobiliario.pe/customers/casa-club-las-magnolias/logo-520-20231027061818.jpg,Las Magnolias Casa Club,Entrega Inmediata,242000,Jirón Zorritos 859 - Breña,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3177-las-magnolias-casa-club-breña-lima-lima-las-magnolias-casa-club,https://e.nexoinmobiliario.pe/customers/casa-club-las-magnolias/3177-las-magnolias-casa-club/departamentos-brena-655cdaad507a1_xm.jpg,Breña,150105
CISSAC,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/logo-19-20231027061758.jpg,Del Parque Centro Lite,En Planos,292128,Jr. Loreto 1608,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3455-del-parque-centro-lite-breña-lima-lima-cissac,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/3455-del-parque-centro-lite/departamentos-brena-6706cffd6badd_xm.jpg,Breña,150105
MULTIURBE,https://e.nexoinmobiliario.pe/customers/multiurbe/logo-538-20240321173348.png,Vida Varela,En Planos,359205,Jirón Varela 1500 Breña,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3508-vida-varela-breña-lima-lima-multiurbe,https://e.nexoinmobiliario.pe/customers/multiurbe/3508-vida-varela/departamentos-brena-6704384e0b97d_xm.jpg,Breña,150105
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/inarco/logo-203-20231027061803.jpg,MAZ Etapa 2,En Planos,225034,Av. Fernandini 960,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3587-maz-etapa-2-breña-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/3587-maz-etapa-2/departamentos-brena-673e3c0199aca_xm.jpg,Breña,150105
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,Ativo,En Planos,253872,Avenida Bolivia 540,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3592-ativo-breña-lima-lima-urbana-perú,,Breña,150105
PADOVA,https://e.nexoinmobiliario.pe/customers/inversiones-padova-sac/logo-25-20231027061758.jpg,Lomas de Carabayllo Etapa 4,En Construcción,186907,"calle 3, carabayllo",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3190-lomas-de-carabayllo-etapa-4-carabayllo-lima-lima-padova,https://e.nexoinmobiliario.pe/customers/inversiones-padova-sac/3190-lomas-de-carabayllo-etapa-4/departamentos-carabayllo-6530394003614_xm.jpg,Carabayllo,150106
ENACORP,https://e.nexoinmobiliario.pe/customers/enacorp/logo-171-20231027061802.jpg,VALLE GRANDE 4,En Construcción,85695,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,https://e.nexoinmobiliario.pe/customers/enacorp/3237-valle-grande-4/departamentos-carabayllo-65a6edbb00b17_xm.jpg,Carabayllo,150106
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,Invent Chorrillos,Entrega Inmediata,263103,Calle José Olaya 225,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1974-invent-chorrillos-chorrillos-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/1974-invent-chorrillos/departamentos-chorrillos-67096a8e770ea_xm.jpg,Chorrillos,150108
LA VENTUROSA,https://e.nexoinmobiliario.pe/customers/la-venturosa-sa/logo-13-20231027061757.jpg,Condominio Felizia,Entrega Inmediata,298466,Av. Los Faisanes 327,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1995-condominio-felizia-chorrillos-lima-lima-la-venturosa,https://e.nexoinmobiliario.pe/customers/la-venturosa-sa/1995-condominio-felizia/departamentos-chorrillos-658203dceb6b4_xm.jpg,Chorrillos,150108
ANDIAMO,https://e.nexoinmobiliario.pe/customers/andiamo-investments/logo-293-20231027061806.jpg,Edificio Alvarado,Entrega Inmediata,298000,"Máximo Alvarado 351, Chorrillos",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2095-edificio-alvarado-chorrillos-lima-lima-andiamo,https://e.nexoinmobiliario.pe/customers/andiamo-investments/2095-edificio-alvarado/departamentos-chorrillos-670008f9de09d_xm.jpg,Chorrillos,150108
ANDIAMO,https://e.nexoinmobiliario.pe/customers/andiamo-investments/logo-293-20231027061806.jpg,Alvarado2,Entrega Inmediata,359900,"Máximo Alvarado 351, Chorrillos",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2201-alvarado2-chorrillos-lima-lima-andiamo,https://e.nexoinmobiliario.pe/customers/andiamo-investments/2201-alvarado-ii/departamentos-chorrillos-6495b1580a26f_xm.jpg,Chorrillos,150108
CISSAC,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/logo-19-20231027061758.jpg,Alameda las Gaviotas III,Entrega Inmediata,345874,Av. Las Gaviotas 226 Chorrillos,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2246-alameda-las-gaviotas-iii-chorrillos-lima-lima-cissac,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/2246-alameda-las-gaviotas-iii/departamentos-chorrillos-6706c72773dfe_xm.jpg,Chorrillos,150108
TALE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/logo-322-20231027061807.jpg,VISTA MARINA 356,Entrega Inmediata,735007,Malecón Costa Sur 356,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2261-vista-marina-356-chorrillos-lima-lima-tale-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/2261-vista-marina-356/departamentos-chorrillos-6564d96966ab8_xm.jpg,Chorrillos,150108
BESCO,https://e.nexoinmobiliario.pe/customers/besco-s-a-c/logo-68-20231027061759.jpg,Las Palmas Chorrillos 2,Entrega Inmediata,324100,"Jirón Pléyades Nº372, Urb. La Campiña., Límite con Surco.",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2322-las-palmas-chorrillos-2-chorrillos-lima-lima-besco,https://e.nexoinmobiliario.pe/customers/besco-s-a-c/2322-las-palmas-chorrillos-2/departamentos-chorrillos-67094954dd4a1_xm.jpg,Chorrillos,150108
CASAIDEAL INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/casaideal-s-a-c/logo-53-20231027061759.jpg,PRINT,Entrega Inmediata,339300,"Calle Ontario 200, La Campiña, Chorrillos",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2331-print-chorrillos-lima-lima-casaideal-inmobiliaria,https://e.nexoinmobiliario.pe/customers/casaideal-s-a-c/2331-print/departamentos-chorrillos-6751defbbe8c9_xm.jpg,Chorrillos,150108
STELLA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/logo-398-20231027061810.jpg,ALTO GAVIOTAS,Entrega Inmediata,223846,Av las Gaviotas 440 - Chorrillos.,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2348-alto-gaviotas-chorrillos-lima-lima-stella-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/2348-alto-gaviotas/departamentos-chorrillos-6718057247698_xm.jpg,Chorrillos,150108
LA MURALLA,https://e.nexoinmobiliario.pe/customers/la-muralla-inversiones-inmobiliarias-s-a-c/logo-131-20231027061801.jpg,FLORECE,En Construcción,275000,"Av. Los Faisanes 222-226, Chorrillos",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2391-florece-chorrillos-lima-lima-la-muralla,https://e.nexoinmobiliario.pe/customers/la-muralla-inversiones-inmobiliarias-s-a-c/2391-florece/departamentos-chorrillos-646ff6524d8aa_xm.jpg,Chorrillos,150108
