inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id,fecha,medidas,tipo,dormitorios
MC INVERSIONES INMOBILIARIAS,https://e.nexoinmobiliario.pe/customers/mc-inversiones-inmobiliarias-sac/logo-465-20231027061813.jpg,LA PAZ 2173,En Construcción,289975,Av. La Paz 2173 san Miguel,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2684-la-paz-2173-san-miguel-lima-lima-mc-inversiones-inmobiliarias,https://e.nexoinmobiliario.pe/customers/mc-inversiones-inmobiliarias-sac/2684-la-paz-2173/departamentos-san-miguel-65ac72b95a119_xm.jpg,San Miguel,150136,"31 de Diciembre, 2024",51.00 a 81.00 m2,Departamento,1 a 3 dormitorios
GRANADERO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/granadero-inmobilaria/logo-182-20231027061802.jpg,Like One,En Construcción,332911,Av. Universitaria 845 San Miguel,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2714-like-one-san-miguel-lima-lima-granadero-inmobiliaria,https://e.nexoinmobiliario.pe/customers/granadero-inmobilaria/2714-like-one/departamentos-san-miguel-6334d3cba965d_xm.jpg,San Miguel,150136,"30 de Noviembre, 2024",42.20 a 70.70 m2,Departamento,1 a 3 dormitorios
GRUPO BROCKSA,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/logo-380-20231027061809.jpg,Libre,Entrega Inmediata,342100,Av. Libertad 2391,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2716-libre-san-miguel-lima-lima-grupo-brocksa,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/2716-libre/departamentos-san-miguel-6679af9a6d7ad_xm.jpg,San Miguel,150136,"31 de Octubre, 2024",67.00 a 103.30 m2,Departamento,2 a 3 dormitorios
DKASA,https://e.nexoinmobiliario.pe/customers/dkasa/logo-232-20231027061804.jpg,Residencial Capri,En Construcción,238000,"Avenida de los Precursores 757, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2726-residencial-capri-san-miguel-lima-lima-dkasa,https://e.nexoinmobiliario.pe/customers/dkasa/2726-residencial-capri/departamentos-san-miguel-670ef0ac9103b_xm.jpg,San Miguel,150136,"30 de Junio, 2026",32.30 a 88.82 m2,Departamento,1 a 3 dormitorios
GRUPO MG,https://e.nexoinmobiliario.pe/customers/grupo-mg/logo-164-20231027061802.jpg,ALBORADA II,En Construcción,258800,Av. La Paz 1147,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2744-alborada-ii-san-miguel-lima-lima-grupo-mg,https://e.nexoinmobiliario.pe/customers/grupo-mg/2744-alborada-ii/departamentos-san-miguel-66fed37dd4fb5_xm.jpg,San Miguel,150136,"31 de Diciembre, 2024",41.50 a 114.20 m2,Departamento,1 a 3 dormitorios
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,Patio La Paz,En Planos,248354,Av. La Paz 2551,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2769-patio-la-paz-san-miguel-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/2769-patio-la-paz/departamentos-san-miguel-66e999fac89bb_xm.jpg,San Miguel,150136,"30 de Diciembre, 2025",40.21 a 86.20 m2,Departamento,1 a 3 dormitorios
PROEDCO,https://e.nexoinmobiliario.pe/customers/proedco-sac/logo-473-20221212182527.jpg,PROYECTO RUNTER II,Entrega Inmediata,389000,calle manuel oblitas 190,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2781-proyecto-runter-ii-san-miguel-lima-lima-proedco,https://e.nexoinmobiliario.pe/customers/proedco-sac/2781-proyecto-runter-ii/departamentos-san-miguel-6397bab11c7b4_xm.jpg,San Miguel,150136,"31 de Julio, 2024",67.30 a 152.55 m2,Departamento,2 a 3 dormitorios
CONCRETA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/concreta-grupo-inmobiliario/logo-408-20231027061810.jpg,Residencial Parque Martí,En Construcción,470000,"Calle Hernán Cortez 130, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2802-residencial-parque-marti-san-miguel-lima-lima-concreta-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/concreta-grupo-inmobiliario/2802-residencial-parque-marti/departamentos-san-miguel-67071c298402b_xm.jpg,San Miguel,150136,"31 de Mayo, 2025",73.00 a 182.00 m2,Departamento,3 a 3 dormitorios
DKASA,https://e.nexoinmobiliario.pe/customers/dkasa/logo-232-20231027061804.jpg,Kora,En Construcción,396000,Jirón Pascual de Andagoya 393,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2817-kora-san-miguel-lima-lima-dkasa,https://e.nexoinmobiliario.pe/customers/dkasa/2817-kora/departamentos-san-miguel-670ef0e512ab7_xm.jpg,San Miguel,150136,"31 de Marzo, 2025",62.22 a 150.18 m2,Departamento,2 a 4 dormitorios
QUALIS INMOBILIA,https://e.nexoinmobiliario.pe/customers/qualis-inmobilia/logo-361-20231027061809.jpg,QUALIS | PARQUE CONTINENTAL,En Construcción,291250,Jr. Chogoyape 347,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2842-qualis-parque-continental-san-miguel-lima-lima-qualis-inmobilia,https://e.nexoinmobiliario.pe/customers/qualis-inmobilia/2842-qualis-parque-continental/departamentos-san-miguel-6717ecf965dab_xm.jpg,San Miguel,150136,"31 de Diciembre, 2025",49.80 a 74.90 m2,Departamento,2 a 3 dormitorios
ECOHABITAT DESARROLLO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/ecohabitat-desarrollo-inmobiliario-sac/logo-344-20241216105130.jpg,Vivapark,En Planos,233300,Alfredo Icaza Contreras 185,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2849-vivapark-san-miguel-lima-lima-ecohabitat-desarrollo-inmobiliario,https://e.nexoinmobiliario.pe/customers/ecohabitat-desarrollo-inmobiliario-sac/2849-vivapark/departamentos-san-miguel-67043e686d3a4_xm.jpg,San Miguel,150136,"01 de Noviembre, 2025",37.70 a 99.54 m2,Departamento,1 a 2 dormitorios
PROYEC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyec-inmobiliaria/logo-246-20231027061804.jpg,PATRIOTAS SAN MIGUEL,En Planos,362700,Av. Los Patriotas 305,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2894-patriotas-san-miguel-san-miguel-lima-lima-proyec-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyec-inmobiliaria/2894-patriotas-san-miguel/departamentos-san-miguel-6763305589ac8_xm.jpg,San Miguel,150136,"31 de Marzo, 2026",56.00 a 74.68 m2,Departamento,2 a 3 dormitorios
GRUPO BROCKSA,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/logo-380-20231027061809.jpg,CATARI 371,En Construcción,388800,Hermanos Catarí 371,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2900-catari-371-san-miguel-lima-lima-grupo-brocksa,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/2900-catari-371/departamentos-san-miguel-6679b03e18ceb_xm.jpg,San Miguel,150136,"30 de Abril, 2025",57.30 a 127.93 m2,Departamento,2 a 3 dormitorios
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,Serena,En Planos,259827,Av. Bertolotto esquina con el Jirón Sucre Nros. 120-130,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2910-serena-san-miguel-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/2910-serena/departamentos-san-miguel-6685782630eb3_xm.jpg,San Miguel,150136,"31 de Octubre, 2025",33.70 a 111.16 m2,Departamento,1 a 2 dormitorios
CASA BONITA,https://e.nexoinmobiliario.pe/customers/casa-bonita-inmobiliaria/logo-189-20240228140328.jpg,Aura Apartments,En Construcción,340900,Av.  Los Patriotas 319,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2958-aura-apartments-san-miguel-lima-lima-casa-bonita,https://e.nexoinmobiliario.pe/customers/casa-bonita-inmobiliaria/2958-aura-apartments/departamentos-san-miguel-66f5c18a6d188_xm.jpg,San Miguel,150136,"01 de Febrero, 2026",56.48 a 84.39 m2,Departamento,2 a 3 dormitorios
CALICANTO,https://e.nexoinmobiliario.pe/customers/calicanto/logo-387-20231027061809.jpg,LUM,En Planos,279784," Prolongación Jr.Cuzco N°1093-1095, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2960-lum-san-miguel-lima-lima-calicanto,https://e.nexoinmobiliario.pe/customers/calicanto/2960-lum/departamentos-san-miguel-6488bb2020466_xm.jpg,San Miguel,150136,"30 de Marzo, 2025",40.65 a 120.60 m2,Departamento,1 a 3 dormitorios
ECOHABITAT DESARROLLO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/ecohabitat-desarrollo-inmobiliario-sac/logo-344-20241216105130.jpg,ECOVENTO,Entrega Inmediata,457005,Av. Alfonso Ugarte 115,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2973-ecovento-san-miguel-lima-lima-ecohabitat-desarrollo-inmobiliario,https://e.nexoinmobiliario.pe/customers/ecohabitat-desarrollo-inmobiliario-sac/2973-ecovento/departamentos-san-miguel-66ec9923dd4fb_xm.jpg,San Miguel,150136,"30 de Noviembre, 2024",72.65 a 107.68 m2,Departamento,2 a 3 dormitorios
IMAGINA,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliarias-del-peru-s-a/logo-186-20240103165124.jpg,Concepto Family Too,En Planos,272538,"Calle Carlos Gonzales, Esq. Con Jr. Cesar Lopez Rojas",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3034-concepto-family-too-san-miguel-lima-lima-imagina,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliarias-del-peru-s-a/3034-concepto-family-too/departamentos-san-miguel-6696f75d1c3d6_xm.jpg,San Miguel,150136,"31 de Diciembre, 2026",38.15 a 79.75 m2,Departamento,1 a 3 dormitorios
MYE GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/mye-grupo-inmobiliario-s-a-c/logo-518-20231027061818.jpg,SANTA RAFAELA,En Construcción,325800,AV. PIO XII 318,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3168-santa-rafaela-san-miguel-lima-lima-mye-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/mye-grupo-inmobiliario-s-a-c/3168-santa-rafaela/departamentos-san-miguel-6737e58964157_xm.jpg,San Miguel,150136,"31 de Octubre, 2025",58.00 a 76.00 m2,Departamento,2 a 3 dormitorios
DKASA,https://e.nexoinmobiliario.pe/customers/dkasa/logo-232-20231027061804.jpg,Allegra,En Construcción,343550,Grau 355,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3170-allegra-san-miguel-lima-lima-dkasa,https://e.nexoinmobiliario.pe/customers/dkasa/3170-allegra/departamentos-san-miguel-66ec5365e2bbb_xm.jpg,San Miguel,150136,"31 de Mayo, 2025",46.70 a 100.45 m2,Departamento,1 a 3 dormitorios
QUATRO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/logo-27-20231027061758.jpg,Supra Tower,En Planos,222044,Avenida Los Patriotas 415,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3202-supra-tower-san-miguel-lima-lima-quatro-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/3202-supra-tower/departamentos-san-miguel-66fef96d26391_xm.jpg,San Miguel,150136,"30 de Junio, 2026",33.00 a 71.00 m2,Departamento,1 a 3 dormitorios
DKASA,https://e.nexoinmobiliario.pe/customers/dkasa/logo-232-20231027061804.jpg,Magna,En Planos,273000,Av. Tacna 650,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3224-magna-san-miguel-lima-lima-dkasa,https://e.nexoinmobiliario.pe/customers/dkasa/3224-magna/departamentos-san-miguel-670ef10bbb205_xm.jpg,San Miguel,150136,"30 de Abril, 2026",35.10 a 150.53 m2,Departamento,1 a 3 dormitorios
REYNA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/mcr-inmobiliaria-constructora-sac/logo-376-20231027061809.jpg,AKO,En Construcción,299532,Jr. Arica 859,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3235-ako-san-miguel-lima-lima-reyna-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/mcr-inmobiliaria-constructora-sac/3235-ako/departamentos-san-miguel-65a975c94a2eb_xm.jpg,San Miguel,150136,"30 de Octubre, 2025",43.57 a 78.87 m2,Departamento,1 a 3 dormitorios
GRUPO INMOBILIARIO COMUNIDAD,https://e.nexoinmobiliario.pe/customers/comunidad-grupo-inmobiliario/logo-327-20240520121708.jpg,Proyecto Libertad,En Planos,180700,Avenida La Libertad 200,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3251-proyecto-libertad-san-miguel-lima-lima-grupo-inmobiliario-comunidad,https://e.nexoinmobiliario.pe/customers/comunidad-grupo-inmobiliario/3251-proyecto-libertad/departamentos-san-miguel-664bbb7155626_xm.jpg,San Miguel,150136,"28 de Febrero, 2026",23.00 a 60.00 m2,Departamento,1 a 3 dormitorios
INVERDES,https://e.nexoinmobiliario.pe/customers/inverdes-s-a/logo-534-20240305091756.png,Marina City Center,En Construcción,340231,Av. Rafael Escardo Aguirre N° 530,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3289-marina-city-center-san-miguel-lima-lima-inverdes,https://e.nexoinmobiliario.pe/customers/inverdes-s-a/3289-marina-city-center/departamentos-san-miguel-66a9ca7d39604_xm.jpg,San Miguel,150136,"31 de Diciembre, 2025",47.38 a 187.59 m2,Departamento,1 a 3 dormitorios
MULTIURBE,https://e.nexoinmobiliario.pe/customers/multiurbe/logo-538-20240321173348.png,Residencial Arboleda,En Construcción,499000,Jirón Solitario de Sayan 789,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3314-residencial-arboleda-san-miguel-lima-lima-multiurbe,https://e.nexoinmobiliario.pe/customers/multiurbe/3314-residencial-arboleda/departamentos-san-miguel-668e9b2d14e04_xm.jpg,San Miguel,150136,"30 de Junio, 2025",79.00 a 153.50 m2,Departamento,3 a 4 dormitorios
GRUPO MG,https://e.nexoinmobiliario.pe/customers/grupo-mg/logo-164-20231027061802.jpg,ALBORADA III,En Planos,245800,Av. La paz 839,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3342-alborada-iii-san-miguel-lima-lima-grupo-mg,https://e.nexoinmobiliario.pe/customers/grupo-mg/3342-alborada-iii/departamentos-san-miguel-66fed45967e3b_xm.jpg,San Miguel,150136,"31 de Diciembre, 2025",43.60 a 104.50 m2,Departamento,1 a 3 dormitorios
SAN CHARBEL EDIFICACIONES,https://e.nexoinmobiliario.pe/customers/san-charbel/logo-29-20240627102727.jpg,OCEANIKA,En Planos,259071,Avenida Bertolloto 570. San Miguel,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3345-oceanika-san-miguel-lima-lima-san-charbel-edificaciones,https://e.nexoinmobiliario.pe/customers/san-charbel/3345-oceanika/departamentos-san-miguel-667dce0e23c30_xm.jpg,San Miguel,150136,"30 de Noviembre, 2026",31.70 a 102.97 m2,Departamento,1 a 3 dormitorios
QUALIS INMOBILIA,https://e.nexoinmobiliario.pe/customers/qualis-inmobilia/logo-361-20231027061809.jpg,QUALIS | PARQUE MONITOR,En Planos,335740,Calle Francisco Azubiaga 378,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3365-qualis-parque-monitor-san-miguel-lima-lima-qualis-inmobilia,https://e.nexoinmobiliario.pe/customers/qualis-inmobilia/3365-parque-monitor/departamentos-san-miguel-6717e5f8c5989_xm.jpg,San Miguel,150136,"30 de Junio, 2026",47.59 a 109.86 m2,Departamento,1 a 3 dormitorios
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | Match,En Planos,265200,Av. De los Patriotas 206,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3406-albamar-match-san-miguel-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/3406-albamar-match/departamentos-san-miguel-673e18c54a7fe_xm.jpg,San Miguel,150136,"15 de Agosto, 2026",35.50 a 113.54 m2,Departamento,1 a 3 dormitorios
MULTIURBE,https://e.nexoinmobiliario.pe/customers/multiurbe/logo-538-20240321173348.png,Quiñones Park,En Planos,214080,"Intisuyo 499, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3421-quinones-park-san-miguel-lima-lima-multiurbe,https://e.nexoinmobiliario.pe/customers/multiurbe/3421-quinones-park/departamentos-san-miguel-66f8160cd5c0f_xm.jpg,San Miguel,150136,"30 de Marzo, 2026",30.40 a 144.70 m2,Departamento,1 a 3 dormitorios
ECOHABITAT DESARROLLO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/ecohabitat-desarrollo-inmobiliario-sac/logo-344-20241216105130.jpg,ECO AMIRA,En Planos,187000,Av. de los patriotas 564,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3423-eco-amira-san-miguel-lima-lima-ecohabitat-desarrollo-inmobiliario,https://e.nexoinmobiliario.pe/customers/ecohabitat-desarrollo-inmobiliario-sac/3423-eco-amira/departamentos-san-miguel-675a07a41b6bb_xm.jpg,San Miguel,150136,"31 de Diciembre, 2026",32.70 a 91.55 m2,Departamento,1 a 3 dormitorios
TALE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/logo-322-20231027061807.jpg,Alameda San Miguel,En Planos,198000,"Esquina Av. Precursores y Av. Elmer Faucett, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3425-alameda-san-miguel-san-miguel-lima-lima-tale-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/3425-alameda-san-miguel/departamentos-san-miguel-66bb8fb35f2de_xm.jpg,San Miguel,150136,"01 de Julio, 2027",26.77 a 100.49 m2,Departamento,1 a 3 dormitorios
GRUPO BROCKSA,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/logo-380-20231027061809.jpg,SERIE 17,En Planos,209500,Jr. Los Nazcas 196 - San Miguel,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3490-serie-17-san-miguel-lima-lima-grupo-brocksa,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/3490-serie-17/departamentos-san-miguel-6717e2151c090_xm.jpg,San Miguel,150136,"30 de Junio, 2026",35.82 a 61.45 m2,Departamento,1 a 3 dormitorios
VITAIN,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-lopez-s-a-c/logo-117-20231027061800.jpg,Edificio Cálamo,En Planos,202567,Jr. Crnel. Francisco Bolognesi 326,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3510-edificio-calamo-san-miguel-lima-lima-vitain,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-lopez-s-a-c/3510-calamo/departamentos-san-miguel-670e736fbaa98_xm.jpg,San Miguel,150136,"31 de Diciembre, 2026",27.17 a 85.39 m2,Departamento,1 a 3 dormitorios
QUALIS INMOBILIA,https://e.nexoinmobiliario.pe/customers/qualis-inmobilia/logo-361-20231027061809.jpg,QUALIS | PARQUE SAN JUDAS TADEO,En Planos,266050,Calle Amalia Puga de Lozada 226,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3516-qualis-parque-san-judas-tadeo-san-miguel-lima-lima-qualis-inmobilia,https://e.nexoinmobiliario.pe/customers/qualis-inmobilia/3516-qualis-parque-san-judas-tadeo/departamentos-san-miguel-67197cc38aa0c_xm.jpg,San Miguel,150136,"31 de Diciembre, 2026",35.47 a 94.50 m2,Departamento,1 a 3 dormitorios
JOPESA,https://e.nexoinmobiliario.pe/customers/jopesa/logo-150-20231027061802.jpg,Lambayeque 197,En Planos,215269,Lambayeque 197,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3527-lambayeque-197-san-miguel-lima-lima-jopesa,https://e.nexoinmobiliario.pe/customers/jopesa/3527-lambayeque-197/departamentos-san-miguel-671ff00609967_xm.jpg,San Miguel,150136,"01 de Octubre, 2026",35.79 a 78.90 m2,Departamento,1 a 3 dormitorios
GRUPO BROCKSA,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/logo-380-20231027061809.jpg,SERIE 18,En Planos,262100,"Dean Saavedra 240, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3537-serie-18-san-miguel-lima-lima-grupo-brocksa,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/3537-serie-18/departamentos-san-miguel-675865161eb56_xm.jpg,San Miguel,150136,"31 de Agosto, 2026",44.25 a 79.35 m2,Departamento,1 a 3 dormitorios
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Loto,En Planos,173264,Av. La Marina 2600,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3578-loto-san-miguel-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3578-loto/departamentos-san-miguel-673d54cfbfbe1_xm.jpg,San Miguel,150136,"29 de Febrero, 2028",25.72 a 68.11 m2,Departamento,1 a 3 dormitorios
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/inarco/logo-203-20231027061803.jpg,Saranti,En Planos,222000,Av. La Paz 124,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3582-saranti-san-miguel-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/3582-saranti/departamentos-san-miguel-673e09ae041a8_xm.jpg,San Miguel,150136,"31 de Diciembre, 2026",38.88 a 139.51 m2,Departamento,1 a 3 dormitorios
KALLPA,https://e.nexoinmobiliario.pe/customers/constructora-kallpa/logo-170-20200424194316.jpg,VÍA ALEGRO,En Planos,256967,Av. José Riva Agüero 468,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3601-via-alegro-san-miguel-lima-lima-kallpa,https://e.nexoinmobiliario.pe/customers/constructora-kallpa/3601-via-alegro/departamentos-san-miguel-67488ad6b570b_xm.jpg,San Miguel,150136,"30 de Mayo, 2026",40.08 a 86.98 m2,Departamento,1 a 3 dormitorios
LOS PORTALES DEPARTAMENTOS,https://e.nexoinmobiliario.pe/customers/los-portales-construye-s-a-c/logo-350-20231027061808.jpg,Gran Jardín Ticino,En Construcción,288100,Calle ticino 123,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3278-gran-jardin-ticino-santa-anita-lima-lima-los-portales-departamentos,https://e.nexoinmobiliario.pe/customers/los-portales-construye-s-a-c/3278-gran-jardin-ticino/departamentos-santa-anita-65e110ed148f6_xm.jpg,Santa Anita,150137,"01 de Octubre, 2026",44.00 a 63.23 m2,Departamento,1 a 3 dormitorios
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20240205185740.png,LOOK AND FEEL,Entrega Inmediata,860785,"Avenida Encalada 1344, Surco ",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1478-look-and-feel-santiago-de-surco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/1478-look-and-feel/departamentos-santiago-de-surco-60c3799850e32_xm.jpg,Santiago De Surco,150140,"30 de Junio, 2024",112.57 a 112.57 m2,Departamento,3 a 3 dormitorios
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20240205185740.png,IQ SURCO OFICINAS,En Construcción,212860,Av Encalada cuadra 13 cruce con Aldebarán,https://nexoinmobiliario.pe/proyecto/venta-de-oficina-1488-iq-surco-oficinas-santiago-de-surco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/1488-iq-surco-oficinas/oficinas-santiago-de-surco-66ec8da8d799b_xm.jpg,Santiago De Surco,150140,"31 de Diciembre, 2025",23.30 a 101.67 m2,Oficina,N/A
ARQUIMIA,https://e.nexoinmobiliario.pe/customers/arquimia/logo-243-20231027061804.jpg,MUV,Entrega Inmediata,499470,"Av. Nicolas Rodrigo 250, Monterrico",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1689-muv-santiago-de-surco-lima-lima-arquimia,https://e.nexoinmobiliario.pe/customers/arquimia/1689-muv/departamentos-santiago-de-surco-66df196b117a9_xm.jpg,Santiago De Surco,150140,"30 de Abril, 2024",47.53 a 122.69 m2,Departamento,1 a 3 dormitorios
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20240205185740.png,HILLS CAMACHO,Entrega Inmediata,723352,Av. javier prado este 294,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1740-hills-camacho-santiago-de-surco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/1740-hills-camacho/departamentos-santiago-de-surco-63adbbec27ad9_xm.jpg,Santiago De Surco,150140,"30 de Junio, 2024",89.10 a 203.08 m2,Departamento,2 a 3 dormitorios
LA VENTUROSA,https://e.nexoinmobiliario.pe/customers/la-venturosa-sa/logo-13-20231027061757.jpg,Condominio Esencial,Entrega Inmediata,383230,Esquina de Av. Guardia Civil Norte con Av. Los Faisanes,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1857-condominio-esencial-santiago-de-surco-lima-lima-la-venturosa,https://e.nexoinmobiliario.pe/customers/la-venturosa-sa/1857-condominio-esencial/departamentos-santiago-de-surco-65baa5a779139_xm.jpg,Santiago De Surco,150140,"31 de Julio, 2024",72.54 a 137.55 m2,Departamento,2 a 3 dormitorios
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,El Alcazar,Entrega Inmediata,630539,Calle El Alcázar Nº 253-255 Urbanización La Castellana,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1950-el-alcazar-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/1950-el-alcazar/departamentos-santiago-de-surco-615b7d43ab0a0_xm.jpg,Santiago De Surco,150140,"01 de Diciembre, 2023",131.81 a 131.81 m2,Departamento,2 a 2 dormitorios
AKAMAI,https://e.nexoinmobiliario.pe/customers/akamai/logo-388-20231027061810.jpg,Simplicity,En Construcción,364264,manuel olguin 485,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1976-simplicity-santiago-de-surco-lima-lima-akamai,https://e.nexoinmobiliario.pe/customers/akamai/1976-simplicity/departamentos-santiago-de-surco-6626a6e4781ab_xm.jpg,Santiago De Surco,150140,"30 de Abril, 2025",41.88 a 99.40 m2,Departamento,1 a 3 dormitorios
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,INIZZIO,Entrega Inmediata,415000,Caminos del Inca 236,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2316-inizzio-santiago-de-surco-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/2316-inizzio/departamentos-santiago-de-surco-6679f6be77938_xm.jpg,Santiago De Surco,150140,"30 de Diciembre, 2024",40.03 a 113.47 m2,Departamento,1 a 3 dormitorios
