inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id,fecha,medidas,tipo,dormitorios
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,Piknik Park,En Construcción,394700,Avenida Paseo de la republica 5613,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2417-piknik-park-miraflores-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/2417-piknik-park/departamentos-miraflores-63fcd7c40cc4f_xm.jpg,Miraflores,150122,"30 de Septiembre, 2025",41.14 a 81.07 m2,Departamento,1 a 3 dormitorios
PROCITY,https://e.nexoinmobiliario.pe/customers/procity-grupo-inmobiliario/logo-146-20231027061801.jpg,MAR D´AMALFI,En Construcción,669901,"Av. Ricardo Palma 877,  San Antonio",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2478-mar-d-amalfi-miraflores-lima-lima-procity,https://e.nexoinmobiliario.pe/customers/procity-grupo-inmobiliario/2478-mar-d-amalfi/departamentos-miraflores-67193a4f9a86f_xm.jpg,Miraflores,150122,"30 de Marzo, 2025",83.40 a 236.20 m2,Departamento,1 a 3 dormitorios
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/inarco/logo-203-20231027061803.jpg,SONHOS,En Construcción,483000,"Av. Arequipa 4821, Miraflores",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2490-sonhos-miraflores-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/2490-sonhos/departamentos-miraflores-6356d869145f3_xm.jpg,Miraflores,150122,"30 de Diciembre, 2025",60.56 a 128.02 m2,Departamento,1 a 2 dormitorios
BELGICA EDIFICACIONES,https://e.nexoinmobiliario.pe/customers/belgica-edificaciones-s-a/logo-11-20231027061757.jpg,Barrio Verde,Entrega Inmediata,726686,mendiburu 573,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2491-barrio-verde-miraflores-lima-lima-belgica-edificaciones,https://e.nexoinmobiliario.pe/customers/belgica-edificaciones-s-a/2491-barrio-verde/departamentos-miraflores-64407e5dd0bb5_xm.jpg,Miraflores,150122,"31 de Octubre, 2024",85.50 a 179.95 m2,Departamento,2 a 3 dormitorios
VALICO,https://e.nexoinmobiliario.pe/customers/valico-sac/logo-33-20231027061758.jpg,Strada,Entrega Inmediata,1156890,Lord Nelson 130,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2495-strada-miraflores-lima-lima-valico,https://e.nexoinmobiliario.pe/customers/valico-sac/2495-strada/departamentos-miraflores-62716486bf54e_xm.jpg,Miraflores,150122,"30 de Noviembre, 2023",124.03 a 134.44 m2,Departamento,3 a 3 dormitorios
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,LUMIERE,Entrega Inmediata,919363,"Av. Paseo de la República 6349, Urb. San Antonio",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2508-lumiere-miraflores-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2508-lumiere/departamentos-miraflores-62b27b4abd5ac_xm.jpg,Miraflores,150122,"05 de Febrero, 2018",122.20 a 256.30 m2,Departamento,2 a 3 dormitorios
INMOBILIARIA ARES,https://e.nexoinmobiliario.pe/customers/inmobiliaria-ares-sac/logo-307-20231027061807.jpg,CENTRIK,En Construcción,478123,"Scipion Llona 250, Miraflores",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2509-centrik-miraflores-lima-lima-inmobiliaria-ares,https://e.nexoinmobiliario.pe/customers/inmobiliaria-ares-sac/2509-centrik/departamentos-miraflores-6650ccc700283_xm.jpg,Miraflores,150122,"31 de Agosto, 2025",51.70 a 97.86 m2,Departamento,1 a 3 dormitorios
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/inarco/logo-203-20231027061803.jpg,HENKO,En Construcción,627000,"Ca. Grimaldo Del Solar 701, esquina Ca. Manco Capac ",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2570-henko-miraflores-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/2570-henko/departamentos-miraflores-64b8203918767_xm.jpg,Miraflores,150122,"15 de Marzo, 2025",60.16 a 98.21 m2,Departamento,1 a 2 dormitorios
AURORA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/grupo-aurora/logo-228-20231027061803.jpg,Malecón Acacias,En Construcción,1108480,Calle Las Acacias N° 230,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2573-malecon-acacias-miraflores-lima-lima-aurora-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/grupo-aurora/2573-malecon-acacias/departamentos-miraflores-62f661470982f_xm.jpg,Miraflores,150122,"31 de Enero, 2025",94.00 a 120.00 m2,Departamento,2 a 2 dormitorios
INMOBILIARIA DIEGAL,https://e.nexoinmobiliario.pe/customers/inmobiliaria-diegal/logo-453-20231027061812.jpg,RAMON ZAVALA II,En Construcción,807762,CALLE RAMON ZAVALA CON JOSE GALVEZ 897,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2578-ramon-zavala-ii-miraflores-lima-lima-inmobiliaria-diegal,https://e.nexoinmobiliario.pe/customers/inmobiliaria-diegal/2578-ramon-zavala-ii/departamentos-miraflores-62c12f5cba3cb_xm.jpg,Miraflores,150122,"31 de Marzo, 2025",76.79 a 144.53 m2,Departamento,2 a 3 dormitorios
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,MANDRA,En Construcción,416980,Av. del Ejercito 1190,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2588-mandra-miraflores-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2588-mandra/departamentos-miraflores-6372b8e7019fb_xm.jpg,Miraflores,150122,"31 de Mayo, 2025",44.58 a 120.70 m2,Departamento,1 a 3 dormitorios
AURORA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/grupo-aurora/logo-228-20231027061803.jpg,Parque Blume,En Construcción,915961,Calle Capitán Quiñones N° 189,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2590-parque-blume-miraflores-lima-lima-aurora-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/grupo-aurora/2590-parque-blume/departamentos-miraflores-655698e2df0fc_xm.jpg,Miraflores,150122,"31 de Mayo, 2025",71.00 a 205.00 m2,Departamento,2 a 3 dormitorios
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,PARDO 669,En Construcción,426000,Av. José Pardo 669 Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2617-pardo-669-miraflores-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2617-pardo-669/departamentos-miraflores-66c4d35821781_xm.jpg,Miraflores,150122,"30 de Abril, 2026",37.50 a 67.00 m2,Departamento,1 a 2 dormitorios
EDIFICA,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/logo-47-20231027061759.jpg,ART 28,En Construcción,499356,Av. 28 Julio 815 Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2635-art-28-miraflores-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/2635-art-28/departamentos-miraflores-632a49350f6a3_xm.jpg,Miraflores,150122,"31 de Enero, 2025",38.74 a 145.30 m2,Departamento,1 a 3 dormitorios
STELLA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/logo-398-20231027061810.jpg,ROSARIO IN,En Planos,719648,calle el rosario 342 -346 urb el rosario ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2642-rosario-in-miraflores-lima-lima-stella-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/2642-rosario-in/departamentos-miraflores-65aaa4f3694de_xm.jpg,Miraflores,150122,"31 de Diciembre, 2025",81.13 a 204.09 m2,Departamento,1 a 3 dormitorios
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,LARCO 791,En Construcción,834000, Av. Larco 791 - Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2652-larco-791-miraflores-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2652-larco-791/departamentos-miraflores-66c4d40ec43f0_xm.jpg,Miraflores,150122,"31 de Diciembre, 2025",75.55 a 93.70 m2,Departamento,2 a 3 dormitorios
MC INVERSIONES INMOBILIARIAS,https://e.nexoinmobiliario.pe/customers/mc-inversiones-inmobiliarias-sac/logo-465-20231027061813.jpg,AGUIRRE 166,Entrega Inmediata,626808,Calle Elías Aguirre 166,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2674-aguirre-166-miraflores-lima-lima-mc-inversiones-inmobiliarias,https://e.nexoinmobiliario.pe/customers/mc-inversiones-inmobiliarias-sac/2674-aguirre-166/departamentos-miraflores-674a1915067a6_xm.jpg,Miraflores,150122,"31 de Octubre, 2024",74.00 a 87.00 m2,Departamento,1 a 2 dormitorios
LABOK GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/bertolotto-investments-s-a-c/logo-292-20231027061806.jpg,Santa Isabel 147,En Construcción,764855,Santa Isabel 147,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2693-santa-isabel-147-miraflores-lima-lima-labok-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/bertolotto-investments-s-a-c/2693-santa-isabel-147/departamentos-miraflores-63110c1380850_xm.jpg,Miraflores,150122,"30 de Junio, 2025",80.00 a 125.68 m2,Departamento,1 a 3 dormitorios
VIVE CONSTRUCTORA,https://e.nexoinmobiliario.pe/customers/vive-constructora/logo-445-20231005115708.jpg,PROYECTO COBIAN,Entrega Inmediata,323190,Calle Alfonso Cobian N° 110,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2712-proyecto-cobian-miraflores-lima-lima-vive-constructora,https://e.nexoinmobiliario.pe/customers/vive-constructora/2712-proyecto-cobian/departamentos-miraflores-67606583591e0_xm.jpg,Miraflores,150122,"30 de Noviembre, 2024",40.50 a 61.80 m2,Departamento,1 a 2 dormitorios
CITIA,https://e.nexoinmobiliario.pe/customers/ingenieria-de-la-construccion-sac/logo-119-20231027061800.jpg,BENAVIDES 30,En Planos,466900,Av. Benavides 3066,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2756-benavides-30-miraflores-lima-lima-citia,https://e.nexoinmobiliario.pe/customers/ingenieria-de-la-construccion-sac/2756-benavides-30/departamentos-miraflores-636ac39d68215_xm.jpg,Miraflores,150122,"15 de Septiembre, 2025",62.32 a 125.73 m2,Departamento,2 a 3 dormitorios
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,Central - Apartments La Mar,En Construcción,555134,Av. Mariscal La Mar 1062,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2779-central-apartments-la-mar-miraflores-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/2779-central-apartments-la-mar/departamentos-miraflores-662bc61f824ed_xm.jpg,Miraflores,150122,"30 de Junio, 2025",61.94 a 110.06 m2,Departamento,2 a 3 dormitorios
LATERAL,https://e.nexoinmobiliario.pe/customers/lateral/logo-390-20231027061810.jpg,LORD NELSON 419,En Planos,1106615,Calle Lord Nelson N° 419 esq. con Calle Mariscal Sucre N° 183,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2782-lord-nelson-419-miraflores-lima-lima-lateral,https://e.nexoinmobiliario.pe/customers/lateral/2782-lord-nelson-419/departamentos-miraflores-6398ff4cb6f51_xm.jpg,Miraflores,150122,"30 de Junio, 2025",103.95 a 186.39 m2,Departamento,2 a 3 dormitorios
ALERCES INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/los-alerces/logo-183-20241113094029.png,Founder,En Planos,489000,Av. Ejercito 741 - 747,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2798-founder-miraflores-lima-lima-alerces-inmobiliaria,https://e.nexoinmobiliario.pe/customers/los-alerces/2798-founder/departamentos-miraflores-6734bcd33dedc_xm.jpg,Miraflores,150122,"31 de Julio, 2026",60.11 a 143.36 m2,Departamento,2 a 3 dormitorios
GRUPO CHACARILLA SUR,https://e.nexoinmobiliario.pe/customers/grupo-chacarilla-sur/logo-478-20240207131648.jpg,Fanning 358,En Construcción,817089,Calle Juan Fanning 358,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2807-fanning-358-miraflores-lima-lima-grupo-chacarilla-sur,https://e.nexoinmobiliario.pe/customers/grupo-chacarilla-sur/2807-fanning-358/departamentos-miraflores-6453f8830b9e5_xm.jpg,Miraflores,150122,"31 de Enero, 2025",78.36 a 208.33 m2,Departamento,2 a 3 dormitorios
TECTONICA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/tectonica-grupo-inmobiliario/logo-486-20231027061814.jpg,DOMUM,En Construcción,620000,Calle Victor Maldonado Begazo 580 Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2862-domum-miraflores-lima-lima-tectonica-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/tectonica-grupo-inmobiliario/2862-domum/departamentos-miraflores-640679cd4a7c6_xm.jpg,Miraflores,150122,"30 de Julio, 2025",76.23 a 103.57 m2,Departamento,2 a 3 dormitorios
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,Rosario 240,En Construcción,604049,Calle Rosario 240,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2880-rosario-240-miraflores-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/2880-rosario-240/departamentos-miraflores-6408d1c784ee4_xm.jpg,Miraflores,150122,"30 de Septiembre, 2025",61.30 a 147.80 m2,Departamento,1 a 3 dormitorios
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,Abstract,En Construcción,389010,Casimiro ulloa 328,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2920-abstract-miraflores-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/2920-abstract/departamentos-miraflores-6769a4c7311b6_xm.jpg,Miraflores,150122,"30 de Diciembre, 2025",32.49 a 80.94 m2,Departamento,1 a 2 dormitorios
MIRANO,https://e.nexoinmobiliario.pe/customers/inversiones-mirano-sac/logo-30-20231027061758.jpg,Litoral 900,En Construcción,513447,"Av. del Ejercito 890, Miraflores. ",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2936-litoral-900-miraflores-lima-lima-mirano,https://e.nexoinmobiliario.pe/customers/inversiones-mirano-sac/2936-litoral-900/departamentos-miraflores-65577be589cc8_xm.jpg,Miraflores,150122,"30 de Junio, 2026",55.08 a 106.12 m2,Departamento,1 a 2 dormitorios
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20240205185740.png,PARDO COAST,En Construcción,441871,av jose pardo 1010 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2951-pardo-coast-miraflores-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/2951-pardo-coast/departamentos-miraflores-65e86e8f7c9a1_xm.jpg,Miraflores,150122,"23 de Diciembre, 2026",41.81 a 104.15 m2,Departamento,1 a 2 dormitorios
CHECOR INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/checor-inmobiliaria/logo-308-20231027061807.jpg,Checor | Porta 360,En Construcción,615400,Calle Porta 360,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2952-checor-porta-360-miraflores-lima-lima-checor-inmobiliaria,https://e.nexoinmobiliario.pe/customers/checor-inmobiliaria/2952-checor-porta-360/departamentos-miraflores-66f73828bc219_xm.jpg,Miraflores,150122,"31 de Diciembre, 2025",60.03 a 120.88 m2,Departamento,1 a 2 dormitorios
HL DESARROLLOS INMOBILIARIOS,https://e.nexoinmobiliario.pe/customers/hpc-di/logo-474-20241002172403.png,MF Work & Living Apartments,En Construcción,363897,Av. Paseo de la República N° 6334 - 6338,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3004-mf-work-living-apartments-miraflores-lima-lima-hl-desarrollos-inmobiliarios,https://e.nexoinmobiliario.pe/customers/hpc-di/3004-mf-work-living-apartments/departamentos-miraflores-64ae308d941ad_xm.jpg,Miraflores,150122,"31 de Enero, 2026",41.05 a 73.73 m2,Departamento,1 a 2 dormitorios
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Centrix 28,En Construcción,353500,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3025-centrix-28/departamentos-miraflores-6701573b7d733_xm.jpg,Miraflores,150122,"31 de Diciembre, 2026",40.21 a 116.53 m2,Departamento,1 a 4 dormitorios
SOHO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/zuma-inmobiliaria/logo-185-20240708090608.jpg,Soho Select,En Construcción,649400,Calle Santa Isabel 194,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3041-soho-select-miraflores-lima-lima-soho-inmobiliaria,https://e.nexoinmobiliario.pe/customers/zuma-inmobiliaria/3041-soho-select/departamentos-miraflores-66882a2688c2e_xm.jpg,Miraflores,150122,"30 de Agosto, 2025",61.97 a 148.72 m2,Departamento,1 a 2 dormitorios
EDIFICA,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/logo-47-20231027061759.jpg,Upper 28,En Construcción,607086,Av. 28 de julio 551,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3051-upper-28-miraflores-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/3051-upper-28/departamentos-miraflores-64de51eea35b1_xm.jpg,Miraflores,150122,"31 de Diciembre, 2025",60.01 a 143.76 m2,Departamento,1 a 3 dormitorios
LLOSA EDIFICACIONES URBAN,https://e.nexoinmobiliario.pe/customers/llosa-coorporativo-s-a-c/logo-482-20231027061813.jpg,COSMOS,En Construcción,595652,óvalo julio ramon ribeyro,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3067-cosmos-miraflores-lima-lima-llosa-edificaciones-urban,https://e.nexoinmobiliario.pe/customers/llosa-coorporativo-s-a-c/3067-cosmos/departamentos-miraflores-6502261170eb4_xm.jpg,Miraflores,150122,"30 de Julio, 2026",61.13 a 144.64 m2,Departamento,2 a 3 dormitorios
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | O2,En Construcción,495167,"Calle José Domingo Choquehuanca 174, Miraflores",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3165-albamar-o2-miraflores-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/3165-albamar-o2/departamentos-miraflores-673e185c1a767_xm.jpg,Miraflores,150122,"31 de Marzo, 2026",59.81 a 169.40 m2,Departamento,2 a 3 dormitorios
BINDA Y ASOCIADOS,https://e.nexoinmobiliario.pe/customers/binda-y-asociados/logo-12-20231027061757.jpg,Milano - 28 de Julio,En Construcción,681412,Av 28 de Julio 420,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3169-milano-28-de-julio-miraflores-lima-lima-binda-y-asociados,https://e.nexoinmobiliario.pe/customers/binda-y-asociados/3169-milano-28-de-julio/departamentos-miraflores-6601e6ea80ebb_xm.jpg,Miraflores,150122,"30 de Abril, 2026",75.53 a 80.70 m2,Departamento,3 a 3 dormitorios
GRUPO EDIFIKARTE,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/logo-235-20231027061804.jpg,AREQUIPA AVENUE 4015,En Planos,535217,Av. Arequipa 4015,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3194-arequipa-avenue-4015-miraflores-lima-lima-grupo-edifikarte,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/3194-arequipa-avenue-4015/departamentos-miraflores-66954a2cba991_xm.jpg,Miraflores,150122,"31 de Diciembre, 2026",61.61 a 96.29 m2,Departamento,1 a 3 dormitorios
GRUPO CARAL,https://e.nexoinmobiliario.pe/customers/grupo-caral/logo-45-20231027061759.jpg,CASA PARAUD,En Construcción,644530,Calle San Ignacio de Loyola 150,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3205-casa-paraud-miraflores-lima-lima-grupo-caral,https://e.nexoinmobiliario.pe/customers/grupo-caral/3205-casa-paraud/departamentos-miraflores-66bb89e39a473_xm.jpg,Miraflores,150122,"31 de Octubre, 2025",60.00 a 143.07 m2,Departamento,1 a 3 dormitorios
AURORA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/grupo-aurora/logo-228-20231027061803.jpg,Parque Córdova 2,En Planos,804031,Av. General Córdova  234,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3206-parque-cordova-2-miraflores-lima-lima-aurora-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/grupo-aurora/3206-parque-cordova-2/departamentos-miraflores-65f47955cb3e6_xm.jpg,Miraflores,150122,"30 de Abril, 2026",68.00 a 140.00 m2,Departamento,2 a 3 dormitorios
EFRON ARQUITECTOS,https://e.nexoinmobiliario.pe/customers/efron-arquitectos/logo-358-20231027061809.jpg,Mendiburu 1290,En Planos,466375,Mendiburú 1290,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3212-mendiburu-1290-miraflores-lima-lima-efron-arquitectos,https://e.nexoinmobiliario.pe/customers/efron-arquitectos/3212-mendiburu-1290/departamentos-miraflores-6761af3e5796f_xm.jpg,Miraflores,150122,"31 de Julio, 2026",52.50 a 151.96 m2,Departamento,1 a 3 dormitorios
EDIFICA,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/logo-47-20231027061759.jpg,Urban Heights,En Planos,412841,Avenida Paseo De La Republica 6143,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3215-urban-heights-miraflores-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/3215-urban-heights/departamentos-miraflores-661ea368a5a5c_xm.jpg,Miraflores,150122,"01 de Junio, 2026",40.00 a 62.80 m2,Departamento,1 a 1 dormitorios
VIDARQ,https://e.nexoinmobiliario.pe/customers/vidarq/logo-270-20231204113436.png,ROOSEVELT 64,En Construcción,612000,Av. Roosevelt 6429,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3217-roosevelt-64-miraflores-lima-lima-vidarq,https://e.nexoinmobiliario.pe/customers/vidarq/3217-roosevelt-64/departamentos-miraflores-66d8e936f2b0e_xm.jpg,Miraflores,150122,"31 de Diciembre, 2025",67.70 a 103.50 m2,Departamento,2 a 3 dormitorios
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,Taller,En Planos,421577,CALLE TORIBIO POLO 450,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3219-taller-miraflores-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/3219-taller/departamentos-miraflores-662bc709c2b31_xm.jpg,Miraflores,150122,"31 de Julio, 2026",46.91 a 121.10 m2,Departamento,1 a 3 dormitorios
